287.8410372862628,268.81576566654076
5252.7531710692,261.3086919530393
16499.3562591645,260.6193603212014
16508.5,261.52682682934324
16508.5,261.49478823520894
16508.5,261.69328799018217
16508.5,261.6918649756934
16508.5,261.6960662910804
16508.5,261.6900951192856
16508.5,261.6887897582133
16508.5,261.6885509554917
16508.5,261.688551153198
16508.5,261.6884880750048
16508.5,261.6884913771132
16508.5,261.6884913733737
16508.5,261.68849382927567
16508.5,261.68849391646984
16508.5,261.68849391727656
16508.5,261.6884939172765
16508.5,261.6884939172765
16508.5,261.6884939172765
16508.5,261.6884939172765
16508.5,261.6884939172765
16508.5,261.68849401509175
16508.5,261.58068152881697
16508.5,261.52645255609843
16508.5,262.74850303168296
16508.5,264.1847777041865
16508.5,268.3350878195219
16508.5,274.86693364339914
16508.5,273.7465898985338
16508.5,275.8555838580574
16508.5,323.1810723749356
16508.5,1061.232176477577
16508.5,4082.349066814242
16508.5,11887.106351579745
16508.5,18821.64302317095
16508.5,17133.3763635668
16508.5,16508.5
16508.5,16508.50000062777
16508.5,16679.693703287678
16508.5,18502.564671724966
16508.5,17257.70037269016
16508.5,17294.336425230882
16508.5,17781.48717785272
16508.5,16975.515356762884
16508.5,16508.554367615936
16508.5,16508.61260188651
16508.5,10508.343717407715
16508.5,19747.278212105648
16508.5,17553.306385788128
16508.5,9700.220480575888
16508.5,18396.337595609075
16508.5,18710.4453042794
16508.5,16433.103718513146
16508.5,16508.499999986518
16508.5,16508.5
16508.5,16508.5
16508.5,16508.5
16508.5,16508.5
16508.5,16541.41514474045
16508.5,16508.5
16508.499999999072,16508.5
16508.499999999072,16508.5
16508.499999999072,16508.5
16508.499999999072,16508.5
16508.499999999072,16508.5
16508.499999999072,16508.5
16508.499999999072,16508.5
16508.48980120978,16508.5
16508.48981340664,16508.5
16508.498192503466,16508.5
16508.48978756226,16508.5
16508.49103386854,16508.5
16508.48973363256,16508.5
16508.48980083353,16508.5006900566
16508.487799233077,16508.5
16508.489801302163,16508.5
16508.48980128368,16508.5
16508.4898011991,16508.5
16508.489801211046,16508.499999999938
16508.489801178694,16508.499996841183
16508.489801259126,16508.499998669948
16508.48976158822,16508.496933663493
16508.489808820446,16508.49962397251
16508.489801037886,16508.47818269799
16508.489801037886,16508.477851920215
16508.489801037886,16508.481722003547
16508.489801037886,16508.484621838143
16508.489801037886,16508.486786472364
16508.489801037886,16508.488367968497
16508.489801037886,16508.48895394397
16508.489801037886,16508.48939306494
16508.489801037886,16508.489746181454
16508.489801037886,16508.489643293233
16508.489801037886,16508.489748245487
16508.489801037886,16508.489796744423
16508.489801037886,16508.489801037886
16508.489801037886,16508.489801037886
16508.489801037886,16508.489801037886
